Mod:Item:MetaData, Localized Name
securitycraft:keypad_frame, Frame
securitycraft:claymore, Claymore
securitycraft:keypad_furnace, Password-protected Furnace
securitycraft:security_camera, Security Camera
securitycraft:reinforced_stairs_oak, Reinforced Oak Stairs
securitycraft:reinforced_stairs_spruce, Reinforced Spruce Stairs
securitycraft:reinforced_stairs_cobblestone, Reinforced Cobblestone Stairs
securitycraft:reinforced_stairs_sandstone, Reinforced Sandstone Stairs
securitycraft:reinforced_stairs_birch, Reinforced Birch Stairs
securitycraft:reinforced_stairs_jungle, Reinforced Jungle Stairs
securitycraft:reinforced_stairs_acacia, Reinforced Acacia Stairs
securitycraft:reinforced_stairs_darkoak, Reinforced Dark Oak Stairs
securitycraft:reinforced_stairs_stone, Reinforced Stone Stairs
securitycraft:electrified_iron_fence, Electrified Iron Fence
securitycraft:ims, Intelligent Munitions System 
securitycraft:reinforced_glass_block, Reinforced Glass
securitycraft:reinforced_stained_glass:0, Reinforced White Stained Glass
securitycraft:reinforced_stained_glass:1, Reinforced Orange Stained Glass
securitycraft:reinforced_stained_glass:2, Reinforced Magenta Stained Glass
securitycraft:reinforced_stained_glass:3, Reinforced Light Blue Stained Glass
securitycraft:reinforced_stained_glass:4, Reinforced Yellow Stained Glass
securitycraft:reinforced_stained_glass:5, Reinforced Lime Stained Glass
securitycraft:reinforced_stained_glass:6, Reinforced Pink Stained Glass
securitycraft:reinforced_stained_glass:7, Reinforced Gray Stained Glass
securitycraft:reinforced_stained_glass:8, Reinforced Light Stained Glass
securitycraft:reinforced_stained_glass:9, Reinforced Cyan Stained Glass
securitycraft:reinforced_stained_glass:10, Reinforced Purple Stained Glass
securitycraft:reinforced_stained_glass:11, Reinforced Blue Stained Glass
securitycraft:reinforced_stained_glass:12, Reinforced Brown Stained Glass
securitycraft:reinforced_stained_glass:13, Reinforced Green Stained Glass
securitycraft:reinforced_stained_glass:14, Reinforced Red Stained Glass
securitycraft:reinforced_stained_glass:15, Reinforced Black Stained Glass
securitycraft:reinforced_wood_slabs:0, Reinforced Oak Wood Slab
securitycraft:reinforced_wood_slabs:1, Reinforced Spruce Wood Slab
securitycraft:reinforced_wood_slabs:2, Reinforced Birch Wood Slab
securitycraft:reinforced_wood_slabs:3, Reinforced Jungle Wood Slab
securitycraft:reinforced_wood_slabs:4, Reinforced Acacia Wood Slab
securitycraft:reinforced_wood_slabs:5, Reinforced Dark Oak Wood Slab
securitycraft:reinforced_stone_slabs:0, Reinforced Stone Slab
securitycraft:reinforced_stone_slabs:1, Reinforced Cobblestone Slab
securitycraft:reinforced_stone_slabs:2, Reinforced Sandstone Slab
securitycraft:reinforced_stone_slabs:3, Reinforced Stone Bricks Slab
securitycraft:reinforced_stone_slabs:4, Reinforced Brick Slab
securitycraft:reinforced_stone_slabs:5, Reinforced Nether Brick Slab
securitycraft:reinforced_stone_slabs:6, Reinforced Quartz Slab
securitycraft:protecto, Protecto
securitycraft:reinforced_stone_brick:0, Reinforced Stone Bricks
securitycraft:reinforced_stone_brick:1, Reinforced Mossy Stone Bricks
securitycraft:reinforced_stone_brick:2, Reinforced Cracked Stone Bricks
securitycraft:reinforced_stone_brick:3, Reinforced Chiseled Stone Bricks
securitycraft:reinforced_stairs_stone_brick, Reinforced Stone Brick Stairs
securitycraft:reinforced_mossy_cobblestone, Reinforced Mossy Cobblestone
securitycraft:reinforced_brick, Reinforced Bricks
securitycraft:reinforced_stairs_brick, Reinforced Brick Stairs
securitycraft:reinforced_nether_brick, Reinforced Nether Brick
securitycraft:reinforced_stairs_nether_brick, Reinforced Nether Brick Stairs
securitycraft:reinforced_hardened_clay, Reinforced Terracotta
securitycraft:reinforced_stained_hardened_clay:0, Reinforced White Terracotta
securitycraft:reinforced_stained_hardened_clay:1, Reinforced Orange Terracotta
securitycraft:reinforced_stained_hardened_clay:2, Reinforced Magenta Terracotta
securitycraft:reinforced_stained_hardened_clay:3, Reinforced Light Blue Terracotta
securitycraft:reinforced_stained_hardened_clay:4, Reinforced Yellow Terracotta
securitycraft:reinforced_stained_hardened_clay:5, Reinforced Lime Terracotta
securitycraft:reinforced_stained_hardened_clay:6, Reinforced Pink Terracotta
securitycraft:reinforced_stained_hardened_clay:7, Reinforced Gray Terracotta
securitycraft:reinforced_stained_hardened_clay:8, Reinforced Light Gray Terracotta
securitycraft:reinforced_stained_hardened_clay:9, Reinforced Cyan Terracotta
securitycraft:reinforced_stained_hardened_clay:10, Reinforced Purple Terracotta
securitycraft:reinforced_stained_hardened_clay:11, Reinforced Blue Terracotta
securitycraft:reinforced_stained_hardened_clay:12, Reinforced Brown Terracotta
securitycraft:reinforced_stained_hardened_clay:13, Reinforced Green Terracotta
securitycraft:reinforced_stained_hardened_clay:14, Reinforced Red Terracotta
securitycraft:reinforced_stained_hardened_clay:15, Reinforced Black Terracotta
securitycraft:reinforced_logs:0, Reinforced Oak Wood
securitycraft:reinforced_logs:1, Reinforced Spruce Wood
securitycraft:reinforced_logs:2, Reinforced Birch Wood
securitycraft:reinforced_logs:3, Reinforced Jungle Wood
securitycraft:reinforced_logs2:0, Reinforced Acacia Wood
securitycraft:reinforced_logs2:1, Reinforced Dark Oak Wood
securitycraft:reinforced_metals:0, Reinforced Block of Gold
securitycraft:reinforced_metals:1, Reinforced Block of Iron
securitycraft:reinforced_metals:2, Reinforced Block of Diamond
securitycraft:reinforced_metals:3, Reinforced Block of Emerald
securitycraft:reinforced_compressed_blocks:0, Reinforced Lapis Lazuli Block
securitycraft:reinforced_compressed_blocks:1, Reinforced Block of Coal
securitycraft:reinforced_wool:0, Reinforced Wool
securitycraft:reinforced_wool:1, Reinforced Orange Wool
securitycraft:reinforced_wool:2, Reinforced Magenta Wool
securitycraft:reinforced_wool:3, Reinforced Light Blue Wool
securitycraft:reinforced_wool:4, Reinforced Yellow Wool
securitycraft:reinforced_wool:5, Reinforced Lime Wool
securitycraft:reinforced_wool:6, Reinforced Pink Wool
securitycraft:reinforced_wool:7, Reinforced Gray Wool
securitycraft:reinforced_wool:8, Reinforced Light Gray Wool
securitycraft:reinforced_wool:9, Reinforced Cyan Wool
securitycraft:reinforced_wool:10, Reinforced Purple Wool
securitycraft:reinforced_wool:11, Reinforced Blue Wool
securitycraft:reinforced_wool:12, Reinforced Brown Wool
securitycraft:reinforced_wool:13, Reinforced Green Wool
securitycraft:reinforced_wool:14, Reinforced Red Wool
securitycraft:reinforced_wool:15, Reinforced Black Wool
securitycraft:reinforced_quartz:0, Reinforced Block of Quartz
securitycraft:reinforced_quartz:1, Reinforced Chiseled Quartz Block
securitycraft:reinforced_quartz:2, Reinforced Pillar Quartz Block
securitycraft:reinforced_stairs_quartz, Reinforced Quartz Stairs
securitycraft:reinforced_prismarine:0, Reinforced Prismarine
securitycraft:reinforced_prismarine:1, Reinforced Prismarine Bricks
securitycraft:reinforced_prismarine:2, Reinforced Dark Prismarine
securitycraft:reinforced_red_sandstone:0, Reinforced Red Sandstone
securitycraft:reinforced_red_sandstone:1, Reinforced Chiseled Red Sandstone
securitycraft:reinforced_red_sandstone:2, Reinforced Smooth Red Sandstone
securitycraft:reinforced_stairs_red_sandstone, Reinforced Red Sandstone Stairs
securitycraft:reinforced_stone_slabs2:0, Reinforced Red Sandstone Slab
securitycraft:reinforced_stone_slabs2:1, Reinforced Purpur Slab
securitycraft:reinforced_end_stone_bricks, Reinforced End Stone Bricks
securitycraft:reinforced_red_nether_brick, Reinforced Red Nether Brick
securitycraft:reinforced_purpur:0, Reinforced Purpur Block
securitycraft:reinforced_purpur:1, Reinforced Purpur Pillar
securitycraft:reinforced_stairs_purpur, Reinforced Purpur Stairs
securitycraft:reinforced_concrete:0, Reinforced Concrete
securitycraft:reinforced_concrete:1, Reinforced Orange Concrete
securitycraft:reinforced_concrete:2, Reinforced Magenta Concrete
securitycraft:reinforced_concrete:3, Reinforced Light Blue Concrete
securitycraft:reinforced_concrete:4, Reinforced Yellow Concrete
securitycraft:reinforced_concrete:5, Reinforced Lime Concrete
securitycraft:reinforced_concrete:6, Reinforced Pink Concrete
securitycraft:reinforced_concrete:7, Reinforced Gray Concrete
securitycraft:reinforced_concrete:8, Reinforced Light Gray Concrete
securitycraft:reinforced_concrete:9, Reinforced Cyan Concrete
securitycraft:reinforced_concrete:10, Reinforced Purple Concrete
securitycraft:reinforced_concrete:11, Reinforced Blue Concrete
securitycraft:reinforced_concrete:12, Reinforced Brown Concrete
securitycraft:reinforced_concrete:13, Reinforced Green Concrete
securitycraft:reinforced_concrete:14, Reinforced Red Concrete
securitycraft:reinforced_concrete:15, Reinforced Black Concrete
securitycraft:motion_activated_light, Motion-Activated Light
securitycraft:reinforced_obsidian, Reinforced Obsidian
securitycraft:reinforced_netherrack, Reinforced Netherrack
securitycraft:reinforced_end_stone, Reinforced End Stone
securitycraft:reinforced_sea_lantern, Reinforced Sea Lantern
securitycraft:reinforced_bone_block, Reinforced Bone Block
securitycraft:codebreaker, Codebreaker
securitycraft:door_indestructible_iron_item, Reinforced Iron Door
securitycraft:scanner_door_item, Scanner Door
securitycraft:universal_block_remover, Universal Block Remover
securitycraft:keycard_lv1, Level 1 Keycard
securitycraft:keycard_lv2, Level 2 Keycard
securitycraft:keycard_lv3, Level 3 Keycard
securitycraft:keycard_lv4, Level 4 Keycard
securitycraft:keycard_lv5, Level 5 Keycard
securitycraft:limited_use_keycard, Limited Use Keycard
securitycraft:remote_access_mine, Mine Remote Access Tool
securitycraft:bucket_f_water, Bucket Of Fake Water
securitycraft:bucket_f_lava, Bucket Of Fake Lava
securitycraft:universal_block_modifier, Universal Block Modifier
securitycraft:redstone_module, Redstone Module
securitycraft:whitelist_module, Whitelist Module
securitycraft:blacklist_module, Blacklist Module
securitycraft:harming_module, Harming Module
securitycraft:smart_module, Smart Module
securitycraft:storage_module, Storage Module
securitycraft:disguise_module, Disguise Module
securitycraft:wire_cutters, Wire Cutters
securitycraft:admin_tool, Admin Tool
securitycraft:keypad_item, Key Panel
securitycraft:camera_monitor, Camera Monitor
securitycraft:taser, Taser
securitycraft:sc_manual, SecurityCraft Manual
securitycraft:universal_owner_changer, Universal Owner Changer
securitycraft:universal_block_reinforcer_lvl1, Universal Block Reinforcer (LvL1)
securitycraft:universal_block_reinforcer_lvl2, Universal Block Reinforcer (LvL2)
securitycraft:universal_block_reinforcer_lvl3, Universal Block Reinforcer (LvL3)
securitycraft:briefcase, Briefcase
securitycraft:universal_key_changer, Universal Key Changer
securitycraft:taser_powered, Taser
securitycraft:secret_sign_item, Secret Sign
ae2stuff:encoder, Pattern Encoder
ae2stuff:grower, Crystal Growth Chamber
ae2stuff:inscriber, Advanced Inscriber
ae2stuff:wireless, Wireless Connector
ae2stuff:wireless_kit, Wireless Setup Kit
ae2stuff:visualiser, Network Visualisation Tool
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:ore_fluid:0, Oil Sand
thermalfoundation:ore_fluid:1, Oil Shale
thermalfoundation:ore_fluid:2, Destabilized Redstone Ore
thermalfoundation:ore_fluid:3, Energized Netherrack
thermalfoundation:ore_fluid:4, Resonant End Stone
thermalfoundation:ore_fluid:5, Oil Sand
thermalfoundation:storage:0, Block of Copper
thermalfoundation:storage:1, Block of Tin
thermalfoundation:storage:2, Block of Silver
thermalfoundation:storage:3, Block of Lead
thermalfoundation:storage:4, Block of Aluminum
thermalfoundation:storage:5, Block of Nickel
thermalfoundation:storage:6, Block of Platinum
thermalfoundation:storage:7, Block of Iridium
thermalfoundation:storage:8, Block of Mana Infused Metal
thermalfoundation:storage_alloy:0, Block of Steel
thermalfoundation:storage_alloy:1, Block of Electrum
thermalfoundation:storage_alloy:2, Block of Invar
thermalfoundation:storage_alloy:3, Block of Bronze
thermalfoundation:storage_alloy:4, Block of Constantan
thermalfoundation:storage_alloy:5, Block of Signalum
thermalfoundation:storage_alloy:6, Block of Lumium
thermalfoundation:storage_alloy:7, Block of Enderium
thermalfoundation:storage_resource:0, Block of Charcoal
thermalfoundation:storage_resource:1, Block of Coal Coke
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
thermalfoundation:glass_alloy:3, Hardened Bronze Glass
thermalfoundation:glass_alloy:4, Hardened Constantan Glass
thermalfoundation:glass_alloy:5, Hardened Signalum Glass
thermalfoundation:glass_alloy:6, Hardened Lumium Glass
thermalfoundation:glass_alloy:7, Hardened Enderium Glass
thermalfoundation:rockwool:0, Black Rockwool
thermalfoundation:rockwool:1, Red Rockwool
thermalfoundation:rockwool:2, Green Rockwool
thermalfoundation:rockwool:3, Brown Rockwool
thermalfoundation:rockwool:4, Blue Rockwool
thermalfoundation:rockwool:5, Purple Rockwool
thermalfoundation:rockwool:6, Cyan Rockwool
thermalfoundation:rockwool:7, Light Gray Rockwool
thermalfoundation:rockwool:8, Gray Rockwool
thermalfoundation:rockwool:9, Pink Rockwool
thermalfoundation:rockwool:10, Lime Rockwool
thermalfoundation:rockwool:11, Yellow Rockwool
thermalfoundation:rockwool:12, Light Blue Rockwool
thermalfoundation:rockwool:13, Magenta Rockwool
thermalfoundation:rockwool:14, Orange Rockwool
thermalfoundation:rockwool:15, White Rockwool
thermalfoundation:wrench:0, Crescent Hammer
thermalfoundation:meter:0, Multimeter
thermalfoundation:upgrade:0, Hardened Upgrade Kit
thermalfoundation:upgrade:1, Reinforced Upgrade Kit
thermalfoundation:upgrade:2, Signalum Upgrade Kit
thermalfoundation:upgrade:3, Resonant Upgrade Kit
thermalfoundation:upgrade:33, Reinforced Conversion Kit
thermalfoundation:upgrade:34, Signalum Conversion Kit
thermalfoundation:upgrade:35, Resonant Conversion Kit
thermalfoundation:upgrade:256, Creative Conversion Kit
thermalfoundation:security:0, Signalum Security Lock
thermalfoundation:diagram_redprint, Redprint
thermalfoundation:tome_lexicon, Forge Lexicon
thermalfoundation:tome_experience, Tome of Knowledge
thermalfoundation:coin:0, Iron Coin
thermalfoundation:coin:1, Gold Coin
thermalfoundation:coin:64, Copper Coin
thermalfoundation:coin:65, Tin Coin
thermalfoundation:coin:66, Silver Coin
thermalfoundation:coin:67, Lead Coin
thermalfoundation:coin:68, Aluminum Coin
thermalfoundation:coin:69, Nickel Coin
thermalfoundation:coin:70, Platinum Coin
thermalfoundation:coin:71, Iridium Coin
thermalfoundation:coin:72, Mana Infused Coin
thermalfoundation:coin:96, Steel Coin
thermalfoundation:coin:97, Electrum Coin
thermalfoundation:coin:98, Invar Coin
thermalfoundation:coin:99, Bronze Coin
thermalfoundation:coin:100, Constantan Coin
thermalfoundation:coin:101, Signalum Coin
thermalfoundation:coin:102, Lumium Coin
thermalfoundation:coin:103, Enderium Coin
thermalfoundation:fertilizer:0, Phyto-Gro
thermalfoundation:fertilizer:1, Rich Phyto-Gro
thermalfoundation:fertilizer:2, Fluxed Phyto-Gro
thermalfoundation:bait:0, Aqua-Chow
thermalfoundation:bait:1, Rich Aqua-Chow
thermalfoundation:bait:2, Fluxed Aqua-Chow
thermalfoundation:dye:0, Black Pigment
thermalfoundation:dye:1, Red Pigment
thermalfoundation:dye:2, Green Pigment
thermalfoundation:dye:3, Brown Pigment
thermalfoundation:dye:4, Blue Pigment
thermalfoundation:dye:5, Purple Pigment
thermalfoundation:dye:6, Cyan Pigment
thermalfoundation:dye:7, Light Gray Pigment
thermalfoundation:dye:8, Gray Pigment
thermalfoundation:dye:9, Pink Pigment
thermalfoundation:dye:10, Lime Pigment
thermalfoundation:dye:11, Yellow Pigment
thermalfoundation:dye:12, Light Blue Pigment
thermalfoundation:dye:13, Magenta Pigment
thermalfoundation:dye:14, Orange Pigment
thermalfoundation:dye:15, White Pigment
thermalfoundation:material:0, Pulverized Iron
thermalfoundation:material:1, Pulverized Gold
thermalfoundation:material:16, Diamond Nugget
thermalfoundation:material:17, Emerald Nugget
thermalfoundation:material:24, Iron Gear
thermalfoundation:material:25, Gold Gear
thermalfoundation:material:32, Iron Plate
thermalfoundation:material:33, Gold Plate
thermalfoundation:material:64, Pulverized Copper
thermalfoundation:material:65, Pulverized Tin
thermalfoundation:material:66, Pulverized Silver
thermalfoundation:material:67, Pulverized Lead
thermalfoundation:material:68, Pulverized Aluminum
thermalfoundation:material:69, Pulverized Nickel
thermalfoundation:material:70, Pulverized Platinum
thermalfoundation:material:71, Pulverized Iridium
thermalfoundation:material:72, Pulverized Mana Infused Metal
thermalfoundation:material:96, Steel Blend
thermalfoundation:material:97, Electrum Blend
thermalfoundation:material:98, Invar Blend
thermalfoundation:material:99, Bronze Blend
thermalfoundation:material:100, Constantan Blend
thermalfoundation:material:101, Signalum Blend
thermalfoundation:material:102, Lumium Blend
thermalfoundation:material:103, Enderium Blend
thermalfoundation:material:128, Copper Ingot
thermalfoundation:material:129, Tin Ingot
thermalfoundation:material:130, Silver Ingot
thermalfoundation:material:131, Lead Ingot
thermalfoundation:material:132, Aluminum Ingot
thermalfoundation:material:133, Nickel Ingot
thermalfoundation:material:134, Platinum Ingot
thermalfoundation:material:135, Iridium Ingot
thermalfoundation:material:136, Mana Infused Ingot
thermalfoundation:material:160, Steel Ingot
thermalfoundation:material:161, Electrum Ingot
thermalfoundation:material:162, Invar Ingot
thermalfoundation:material:163, Bronze Ingot
